"BioSample.Accession"	"Assembly.Accession"	"Status"	"nuccore_first_chrom"	"Release.Date"	"Modify.Date"	"id"	"title"	"platform"	"instrument_model"	"study_acc"	"organism_ScientificName"	"organism_taxid"	"bioproject"	"runCreateDate"	"runUpdateDate"	"nSRAs"	"run_SRAs"	"run_sizes"	"run_publicities"
"SAMN05390006"	"GCA_001693655.1"	"Complete Genome"	"NZ_CP016592.1"	"2016/07/26"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391692"	"GCA_001901705.1"	"Complete Genome"	"NZ_CP017327.1"	"2016/12/13"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391693"	"GCA_002127985.1"	"Complete Genome"	"NZ_CP017328.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391695"	"GCA_002128005.1"	"Complete Genome"	"NZ_CP017329.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391698"	"GCA_002128025.1"	"Complete Genome"	"NZ_CP017330.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391700"	"GCA_002128045.1"	"Complete Genome"	"NZ_CP017331.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391704"	"GCA_002128065.1"	"Complete Genome"	"NZ_CP017332.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391706"	"GCA_002128145.1"	"Complete Genome"	"NZ_CP017333.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391708"	"GCA_002128185.1"	"Complete Genome"	"NZ_CP017334.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391709"	"GCA_002128165.1"	"Complete Genome"	"NZ_CP017335.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391710"	"GCA_002128285.1"	"Complete Genome"	"NZ_CP017336.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391712"	"GCA_002128205.1"	"Complete Genome"	"NZ_CP017337.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391714"	"GCA_002128235.1"	"Complete Genome"	"NZ_CP017338.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391717"	"GCA_002128265.1"	"Complete Genome"	"NZ_CP017339.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391720"	"GCA_002128085.1"	"Complete Genome"	"NZ_CP017340.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391721"	"GCA_002128105.1"	"Complete Genome"	"NZ_CP017341.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391741"	"GCA_002128125.1"	"Complete Genome"	"NZ_CP017342.1"	"2017/05/11"	"2017/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05391744"	"GCA_002147855.1"	"Complete Genome"	"NZ_CP017343.1"	"2017/05/17"	"2017/05/24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05392246"	"GCA_001693675.1"	"Complete Genome"	"NZ_CP016559.1"	"2016/07/26"	"2018/04/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05392487"	"GCA_001693315.1"	"Complete Genome"	"NZ_CP016497.1"	"2016/07/25"	"2018/07/20"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05392572"	"GCA_001887535.1"	"Complete Genome"	"NZ_CP016554.1"	"2016/11/30"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05407982"	"GCA_001693635.1"	"Complete Genome"	"NZ_CP016546.1"	"2016/07/26"	"2017/02/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05411282"	"GCA_002214785.1"	"Complete Genome"	"NZ_CP017229.1"	"2017/07/05"	"2017/07/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05411284"	"GCA_002214765.1"	"Complete Genome"	"NZ_CP017234.1"	"2017/07/05"	"2017/07/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412444"	"GCA_001885255.2"	"Complete Genome"	"NZ_CP018140.1"	"2016/11/22"	"2018/07/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412452"	"GCA_001913175.1"	"Complete Genome"	"NZ_CP018735.1"	"2016/12/21"	"2017/02/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412453"	"GCA_001902415.1"	"Complete Genome"	"NZ_CP018438.1"	"2016/12/13"	"2017/02/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412454"	"GCA_002850015.1"	"Complete Genome"	"NZ_CP016491.1"	"2018/01/03"	"2018/01/11"	2815146	"Lactobacillus pentosus BGM48 complete genome"	"PACBIO_SMRT"	"PacBio RS II"	"SRP078687"	"Lactobacillus pentosus"	"1589"	"PRJNA329412"	"2017/07/16"	"2016/07/16"	"1"	"SRR3927275"	"3115002198"	"true"
"SAMN05412455"	"GCA_001902435.1"	"Complete Genome"	"NZ_CP018447.1"	"2016/12/13"	"2017/02/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412456"	"GCA_001902515.1"	"Complete Genome"	"NZ_CP018450.1"	"2016/12/13"	"2017/02/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412457"	"GCA_001908895.1"	"Complete Genome"	"NZ_CP018692.1"	"2016/12/19"	"2017/02/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412458"	"GCA_001908595.1"	"Complete Genome"	"NZ_CP018686.1"	"2016/12/19"	"2018/07/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412459"	"GCA_001908875.1"	"Complete Genome"	"NZ_CP018695.1"	"2016/12/19"	"2018/07/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412796"	"GCA_001956965.1"	"Complete Genome"	"NZ_CP017985.1"	"2017/01/19"	"2018/07/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412797"	"GCA_001908625.1"	"Complete Genome"	"NZ_CP018701.1"	"2016/12/19"	"2018/07/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412802"	"GCA_001908655.1"	"Complete Genome"	"NZ_CP018707.1"	"2016/12/19"	"2018/07/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412803"	"GCA_001908675.1"	"Complete Genome"	"NZ_CP018713.1"	"2016/12/19"	"2018/07/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412804"	"GCA_001908695.1"	"Complete Genome"	"NZ_CP018719.1"	"2016/12/19"	"2018/07/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412805"	"GCA_001902335.1"	"Complete Genome"	"NZ_CP018337.1"	"2016/12/13"	"2017/02/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412808"	"GCA_001729945.1"	"Complete Genome"	"NZ_CP017019.1"	"2016/09/16"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412810"	"GCA_001902395.1"	"Complete Genome"	"NZ_CP018458.1"	"2016/12/13"	"2018/07/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05412811"	"GCA_001902355.1"	"Complete Genome"	"NZ_CP018364.1"	"2016/12/13"	"2017/02/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05413551"	"GCA_002741015.1"	"Complete Genome"	"NZ_CP016616.1"	"2016/08/05"	"2017/11/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05413581"	"GCA_001708575.1"	"Complete Genome"	"NZ_CP016931.1"	"2016/08/23"	"2017/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05413925"	"GCA_002240055.1"	"Complete Genome"	"NZ_CP016753.1"	"2017/08/02"	"2017/08/04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05413926"	"GCA_001717505.1"	"Complete Genome"	"NZ_CP017037.1"	"2016/08/31"	"2018/04/12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05413927"	"GCA_001717565.1"	"Complete Genome"	"NZ_CP017040.1"	"2016/08/31"	"2018/04/12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05413928"	"GCA_001717525.2"	"Complete Genome"	"NZ_CP017038.2"	"2016/08/31"	"2018/05/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05414452"	"GCA_001973275.2"	"Complete Genome"	"NZ_CP022003.1"	"2017/06/26"	"2017/07/15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05414625"	"GCA_002105735.1"	"Complete Genome"	"NZ_CP020835.1"	"2017/04/24"	"2017/04/26"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05414673"	"GCA_001938725.1"	"Complete Genome"	"NZ_CP016972.1"	"2017/01/06"	"2017/03/14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05415090"	"GCA_001695755.1"	"Complete Genome"	"NZ_CP016640.1"	"2016/07/28"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05416582"	"GCA_001700985.1"	"Complete Genome"	"NZ_CP016622.1"	"2016/08/09"	"2017/10/23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05416583"	"GCA_001902495.1"	"Complete Genome"	"NZ_CP016916.1"	"2016/12/13"	"2017/10/23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05417667"	"GCA_001698225.1"	"Complete Genome"	"NZ_CP016594.1"	"2016/08/02"	"2017/10/22"	2822920	"Sequencing of Gordonia Terrae 3612"	"ILLUMINA"	"Illumina MiSeq"	"SRP078953"	"Gordonia terrae"	"2055"	"PRJNA330541"	"2016/07/24"	"2016/07/19"	"1"	"SRR3931886"	"1703772910"	"true"
"SAMN05417667"	"GCA_001698225.1"	"Complete Genome"	"NZ_CP016594.1"	"2016/08/02"	"2017/10/22"	2822921	"Sequencing of Gordonia Terrae 3612"	"ILLUMINA"	"Illumina MiSeq"	"SRP078953"	"Gordonia terrae"	"2055"	"PRJNA330541"	"2016/07/24"	"2016/07/19"	"1"	"SRR3931887"	"837450248"	"true"
"SAMN05417698"	"GCA_001971705.1"	"Complete Genome"	"NZ_CP019327.1"	"2017/01/26"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05417700"	"GCA_001971685.1"	"Complete Genome"	"NZ_CP019326.1"	"2017/01/26"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05417750"	"GCA_001687665.2"	"Complete Genome"	"NZ_CP016543.2"	"2016/07/20"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05417762"	"GCA_001692675.1"	"Complete Genome"	"NZ_CP016588.1"	"2016/07/22"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05417795"	"GCA_001746265.2"	"Complete Genome"	"NZ_CP020029.1"	"2017/03/06"	"2017/03/15"	2861159	"Lactobacillus acidophilus, clarification of the systematic position_75"	"PACBIO_SMRT"	"PacBio RS II"	"SRP080307"	"Lactobacillus helveticus"	"1587"	"PRJNA330602"	"2017/07/27"	"2016/07/29"	"1"	"SRR3987006"	"3416214015"	"true"
"SAMN05417796"	"GCA_001702095.1"	"Complete Genome"	"NZ_CP016827.1"	"2016/08/10"	"2017/04/05"	2861631	"Lactobacillus acidophilus, clarification of the systematic position_76"	"PACBIO_SMRT"	"PacBio RS II"	"SRP080307"	"Lactobacillus helveticus"	"1587"	"PRJNA330602"	"2017/07/27"	"2016/07/29"	"1"	"SRR3987150"	"4761409674"	"true"
"SAMN05417814"	"GCA_002220265.1"	"Complete Genome"	"NZ_CP016755.1"	"2017/07/17"	"2017/07/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05420587"	"GCA_001717585.1"	"Complete Genome"	"NZ_CP017042.1"	"2016/08/31"	"2018/04/12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05421724"	"GCA_900105295.1"	"Chromosome"	"NZ_LT629769.1"	"2016/10/21"	"2017/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05425368"	"GCA_001855295.1"	"Complete Genome"	"NZ_CP017622.1"	"2016/10/27"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05425469"	"GCA_001765415.1"	"Complete Genome"	"CP017245.1"	"2016/10/13"	"2016/10/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05425525"	"GCA_001708245.1"	"Complete Genome"	"NZ_CP016813.1"	"2016/08/19"	"2017/02/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05425526"	"GCA_001708225.1"	"Complete Genome"	"NZ_CP016814.1"	"2016/08/19"	"2017/02/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05425708"	"GCA_002163815.1"	"Complete Genome"	"NZ_CP016767.1"	"2017/06/02"	"2017/06/16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05428703"	"GCA_001700965.1"	"Complete Genome"	"NZ_CP016756.1"	"2016/08/09"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05428937"	"GCA_900156745.1"	"Chromosome"	"NZ_LT707065.1"	"2017/01/14"	"2017/04/17"	3152945	"Achromobacter sp. MFA1 R4"	"PACBIO_SMRT"	"PacBio RS"	"SRP089394"	"Achromobacter sp. MFA1 R4"	"1881016"	"PRJNA329682"	"2016/09/11"	"2016/09/11"	"1"	"SRR4236929"	"373977221"	"true"
"SAMN05428937"	"GCA_900156745.1"	"Chromosome"	"NZ_LT707065.1"	"2017/01/14"	"2017/04/17"	3152946	"Achromobacter sp. MFA1 R4"	"PACBIO_SMRT"	"PacBio RS"	"SRP089394"	"Achromobacter sp. MFA1 R4"	"1881016"	"PRJNA329682"	"2016/09/11"	"2016/09/11"	"1"	"SRR4236930"	"481778397"	"true"
"SAMN05428941"	"GCA_900104935.1"	"Chromosome"	"NZ_LT629768.1"	"2016/10/21"	"2018/04/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05428955"	"GCA_900156465.1"	"Chromosome"	"NZ_LT707064.1"	"2017/01/14"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05428979"	"GCA_900105595.1"	"Chromosome"	"NZ_LT629784.1"	"2016/10/21"	"2017/07/29"	3152069	"Stappia sp. ES.058"	"PACBIO_SMRT"	"PacBio RS"	"SRP088982"	"Stappia sp. ES.058"	"1881061"	"PRJNA329811"	"2016/09/10"	"2016/09/10"	"1"	"SRR4236048"	"850521227"	"true"
"SAMN05428979"	"GCA_900105595.1"	"Chromosome"	"NZ_LT629784.1"	"2016/10/21"	"2017/07/29"	3152070	"Stappia sp. ES.058"	"PACBIO_SMRT"	"PacBio RS"	"SRP088982"	"Stappia sp. ES.058"	"1881061"	"PRJNA329811"	"2016/09/10"	"2016/09/10"	"1"	"SRR4236049"	"805338006"	"true"
"SAMN05429604"	"GCA_002804205.1"	"Complete Genome"	"NZ_CP024962.1"	"2017/12/04"	"2017/12/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05429629"	"GCA_002803985.1"	"Complete Genome"	"NZ_CP024963.1"	"2017/12/04"	"2017/12/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05429631"	"GCA_002804105.1"	"Complete Genome"	"NZ_CP024964.1"	"2017/12/04"	"2017/12/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05429912"	"GCA_002804005.1"	"Complete Genome"	"NZ_CP024965.1"	"2017/12/04"	"2017/12/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05429913"	"GCA_002954185.1"	"Complete Genome"	"NZ_CP016608.1"	"2018/02/27"	"2018/03/04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05429914"	"GCA_002954205.1"	"Complete Genome"	"NZ_CP016610.1"	"2018/02/27"	"2018/03/04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05430237"	"GCA_001874605.1"	"Complete Genome"	"NZ_CP017237.1"	"2016/11/10"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05433522"	"GCA_001931505.1"	"Chromosome"	"NZ_CP016908.1"	"2017/01/04"	"2017/04/16"	3524283	"RNA-Seq of Pajaroellobacter abortibovis: Spleens from EBA-infected BALB/c rag mice"	"ILLUMINA"	"Illumina HiSeq 2500"	"SRP095186"	"Pajaroellobacter abortibovis"	"1882918"	"PRJNA330989"	"2016/12/26"	"2016/12/15"	"1"	"SRR5114016"	"7014800"	"true"
"SAMN05435900"	"GCA_002024265.1"	"Complete Genome"	"NZ_CP016790.1"	"2017/03/09"	"2017/03/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05436714"	"GCA_001767375.1"	"Complete Genome"	"NZ_CP016795.1"	"2016/10/18"	"2018/04/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05436726"	"GCA_002804125.1"	"Complete Genome"	"NZ_CP024966.1"	"2017/12/04"	"2017/12/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05436727"	"GCA_002804225.1"	"Complete Genome"	"NZ_CP024967.1"	"2017/12/04"	"2017/12/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05436729"	"GCA_002804245.1"	"Complete Genome"	"NZ_CP024968.1"	"2017/12/04"	"2017/12/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05436730"	"GCA_002804025.1"	"Complete Genome"	"NZ_CP024969.1"	"2017/12/04"	"2017/12/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05437124"	"GCA_001723625.1"	"Complete Genome"	"NZ_CP017116.1"	"2016/09/13"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05437153"	"GCA_002220465.1"	"Complete Genome"	"NZ_CP016914.1"	"2017/07/18"	"2017/07/20"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05437355"	"GCA_002022745.1"	"Complete Genome"	"NZ_CP019894.1"	"2017/03/07"	"2017/04/06"	2870950	"SMRT sequenced closed genome assembly of N.lactamica Y92-1009"	"PACBIO_SMRT"	"PacBio RS II"	"SRP080829"	"Neisseria lactamica"	"486"	"PRJNA331097"	"2017/10/11"	"2016/08/03"	"1"	"SRR3995546"	"4322839"	"true"
"SAMN05440467"	"GCA_001708635.1"	"Complete Genome"	"NZ_CP016945.1"	"2016/08/23"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05440502"	"GCA_001708655.1"	"Complete Genome"	"NZ_CP016944.1"	"2016/08/23"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05440511"	"GCA_001708615.1"	"Complete Genome"	"NZ_CP016940.1"	"2016/08/23"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05440514"	"GCA_001708595.1"	"Complete Genome"	"NZ_CP016937.1"	"2016/08/23"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05440573"	"GCA_001708555.1"	"Complete Genome"	"NZ_CP016935.1"	"2016/08/23"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05441363"	"GCA_001701045.1"	"Complete Genome"	"NZ_CP016757.1"	"2016/08/09"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05441568"	"GCA_003076335.1"	"Complete Genome"	"NZ_CP021034.1"	"2018/05/01"	"2018/05/03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05441788"	"GCA_003076355.1"	"Complete Genome"	"NZ_CP021038.1"	"2018/05/01"	"2018/05/03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05442524"	"GCA_001941905.1"	"Complete Genome"	"NZ_CP018931.1"	"2017/01/10"	"2017/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05442525"	"GCA_001941885.1"	"Complete Genome"	"NZ_CP018933.1"	"2017/01/10"	"2017/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05442529"	"GCA_001941925.1"	"Complete Genome"	"NZ_CP018935.1"	"2017/01/10"	"2017/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05443248"	"GCA_900129425.1"	"Chromosome"	"NZ_LT670817.1"	"2016/12/02"	"2017/03/18"	3153161	"Bradyrhizobium erythrophlei GAS138"	"PACBIO_SMRT"	"PacBio RS"	"SRP089582"	"Bradyrhizobium erythrophlei"	"1437360"	"PRJNA331274"	"2016/09/11"	"2016/09/11"	"1"	"SRR4237138"	"799479326"	"true"
"SAMN05444050"	"GCA_900103365.1"	"Chromosome"	"NZ_LT629703.1"	"2016/10/20"	"2017/07/29"	3153169	"Afipia sp. GAS231"	"PACBIO_SMRT"	"PacBio RS"	"SRP089586"	"Afipia sp. GAS231"	"1882747"	"PRJNA331272"	"2016/09/11"	"2016/09/11"	"1"	"SRR4237153"	"567621891"	"true"
"SAMN05444050"	"GCA_900103365.1"	"Chromosome"	"NZ_LT629703.1"	"2016/10/20"	"2017/07/29"	3153168	"Afipia sp. GAS231"	"PACBIO_SMRT"	"PacBio RS"	"SRP089586"	"Afipia sp. GAS231"	"1882747"	"PRJNA331272"	"2016/09/11"	"2016/09/11"	"1"	"SRR4237152"	"231383096"	"true"
"SAMN05444153"	"GCA_001709315.1"	"Complete Genome"	"NZ_CP016889.1"	"2016/08/19"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05444156"	"GCA_900105685.1"	"Chromosome"	"NZ_LT629781.1"	"2016/10/21"	"2017/07/29"	3153195	"Verrucomicrobiaceae sp. GAS474"	"PACBIO_SMRT"	"PacBio RS"	"SRP089602"	"Verrucomicrobium sp. GAS474"	"1882831"	"PRJNA331269"	"2016/09/11"	"2016/09/11"	"1"	"SRR4237179"	"248689817"	"true"
"SAMN05444156"	"GCA_900105685.1"	"Chromosome"	"NZ_LT629781.1"	"2016/10/21"	"2017/07/29"	3153196	"Verrucomicrobiaceae sp. GAS474"	"PACBIO_SMRT"	"PacBio RS"	"SRP089602"	"Verrucomicrobium sp. GAS474"	"1882831"	"PRJNA331269"	"2016/09/11"	"2016/09/11"	"1"	"SRR4237180"	"534329787"	"true"
"SAMN05444157"	"GCA_900100325.1"	"Chromosome"	"NZ_LT629697.1"	"2016/10/20"	"2017/07/29"	3153189	"Frankineae sp. MT45"	"PACBIO_SMRT"	"PacBio RS"	"SRP089597"	"Frankineae bacterium MT45"	"1882833"	"PRJNA331271"	"2016/09/11"	"2016/09/11"	"1"	"SRR4237173"	"311805597"	"true"
"SAMN05444157"	"GCA_900100325.1"	"Chromosome"	"NZ_LT629697.1"	"2016/10/20"	"2017/07/29"	3153190	"Frankineae sp. MT45"	"PACBIO_SMRT"	"PacBio RS"	"SRP089597"	"Frankineae bacterium MT45"	"1882833"	"PRJNA331271"	"2016/09/11"	"2016/09/11"	"1"	"SRR4237174"	"335125391"	"true"
"SAMN05444158"	"GCA_900105125.1"	"Chromosome"	"LT629750.1"	"2016/10/20"	"2016/10/21"	3153186	"Bradyrhizobium canariense GAS369"	"PACBIO_SMRT"	"PacBio RS"	"SRP089595"	"Bradyrhizobium canariense"	"255045"	"PRJNA331276"	"2016/09/11"	"2016/09/11"	"1"	"SRR4237170"	"572276554"	"true"
"SAMN05444158"	"GCA_900105125.1"	"Chromosome"	"LT629750.1"	"2016/10/20"	"2016/10/21"	3153187	"Bradyrhizobium canariense GAS369"	"PACBIO_SMRT"	"PacBio RS"	"SRP089595"	"Bradyrhizobium canariense"	"255045"	"PRJNA331276"	"2016/09/11"	"2016/09/11"	"1"	"SRR4237171"	"571327918"	"true"
"SAMN05444158"	"GCA_900105125.1"	"Chromosome"	"LT629750.1"	"2016/10/20"	"2016/10/21"	3153184	"Bradyrhizobium canariense GAS369"	"PACBIO_SMRT"	"PacBio RS"	"SRP089595"	"Bradyrhizobium canariense"	"255045"	"PRJNA331276"	"2016/09/11"	"2016/09/11"	"1"	"SRR4237168"	"7313936"	"true"
